surface_m2,nb_chambres,quartier,annee_construction,garage,prix
35,1,Banlieue Sud,1997,1,105000
91,2,Quartier Résidentiel,1965,1,340500
149,5,Banlieue Nord,2018,1,562200
175,6,Banlieue Sud,1991,0,538900
125,4,Centre-Ville,1973,1,563400
73,2,Centre-Ville,2008,1,512100
97,4,Banlieue Sud,2020,0,283100
34,1,Centre-Ville,1979,0,182600
114,4,Quartier Résidentiel,1977,1,462700
29,1,Centre-Ville,1954,1,185900
35,1,Centre-Ville,1962,1,197000
126,4,Quartier Résidentiel,1952,0,444800
106,4,Banlieue Sud,1985,0,311100
155,5,Centre-Ville,2014,1,949200
72,2,Banlieue Sud,1959,0,206000
,1,Quartier Résidentiel,1958,0,105700
74,2,Quartier Résidentiel,1976,1,266200
87,2,Banlieue Sud,2007,1,236900
126,4,Banlieue Sud,1965,0,279400
282,10,Zone Industrielle,2021,1,660900
124,5,Banlieue Sud,1951,0,323000
62,2,Banlieue Sud,2020,0,199800
,6,Banlieue Sud,2005,0,432800
81,2,Zone Industrielle,2003,1,186000
90,3,Banlieue Sud,1957,0,238000
33,1,Quartier Résidentiel,1951,1,124300
74,2,Banlieue Nord,2019,0,243900
55,2,Quartier Résidentiel,2013,1,204900
102,4,Quartier Résidentiel,2021,1,424300
65,3,Banlieue Sud,2016,1,216900
28,1,Banlieue Nord,1972,0,80500
70,3,Quartier Résidentiel,1958,1,266400
47,1,Zone Industrielle,1959,1,97300
186,6,Zone Industrielle,1973,1,432900
58,2,Banlieue Nord,2004,1,187300
56,2,Quartier Résidentiel,2004,0,202400
66,2,Quartier Résidentiel,1961,1,275200
67,2,Quartier Résidentiel,1979,1,313000
90,3,Quartier Résidentiel,1960,1,315900
,2,Zone Industrielle,1991,0,144300
53,2,Banlieue Sud,1974,1,142800
35,1,Zone Industrielle,2021,1,74300
64,2,Quartier Résidentiel,1950,1,267900
64,2,Banlieue Nord,1962,1,210200
78,3,Banlieue Sud,1973,1,229600
272,10,Quartier Résidentiel,1999,0,1200200
28,1,Centre-Ville,1988,0,196000
33,1,Banlieue Sud,2009,0,111500
44,1,Banlieue Nord,1991,0,126200
207,8,Quartier Résidentiel,1953,1,769800
84,3,Quartier Résidentiel,2006,0,353900
46,2,Quartier Résidentiel,1990,1,203500
41,2,Banlieue Nord,1963,1,121200
94,3,Banlieue Sud,1970,1,228800
84,3,Banlieue Nord,1962,1,251400
52,1,Quartier Résidentiel,1969,1,185300
51,2,Quartier Résidentiel,1966,0,201300
58,2,Banlieue Nord,2018,1,233800
36,1,Quartier Résidentiel,1954,1,139800
127,4,Zone Industrielle,1993,1,266600
130,5,Quartier Résidentiel,1993,0,568600
58,2,Banlieue Nord,1992,0,172400
44,1,Quartier Résidentiel,1965,1,177500
122,4,Quartier Résidentiel,1967,0,458100
41,1,Quartier Résidentiel,2012,1,197200
45,1,Quartier Résidentiel,2014,0,221100
50,2,Centre-Ville,1975,1,255000
,1,Banlieue Sud,1984,1,104400
126,5,Banlieue Nord,1981,0,326800
61,2,Banlieue Sud,1972,1,165100
99,4,Zone Industrielle,1999,0,180300
149,6,Quartier Résidentiel,1959,0,578000
61,2,Banlieue Nord,1988,0,199300
65,2,Centre-Ville,1967,0,358300
71,2,Banlieue Sud,1962,0,223200
45,2,Banlieue Sud,1955,1,144600
33,1,Banlieue Nord,2022,1,119100
40,1,Quartier Résidentiel,1974,1,167200
173,6,Quartier Résidentiel,2011,1,810200
76,3,Banlieue Sud,1969,1,186900
80,2,Quartier Résidentiel,2016,0,351300
91,4,Centre-Ville,2007,1,468900
171,6,Banlieue Sud,1952,1,423100
49,2,Quartier Résidentiel,1959,0,175800
125,4,Banlieue Nord,2014,1,376400
122,5,Zone Industrielle,1958,0,270300
68,1,Banlieue Nord,1967,0,170100
169,6,Banlieue Sud,2013,1,528800
59,2,Quartier Résidentiel,1986,1,281200
178,6,Centre-Ville,1964,1,913300
204,8,Quartier Résidentiel,1957,0,700400
97,3,Quartier Résidentiel,2019,1,425900
64,1,Banlieue Nord,1965,1,189800
72,2,Zone Industrielle,2002,1,143900
36,1,Banlieue Nord,1993,0,938000
74,2,Banlieue Sud,1995,0,197200
151,6,Quartier Résidentiel,2022,1,798400
76,3,Centre-Ville,1960,1,416300
128,5,Centre-Ville,1995,1,646400
44,1,Banlieue Sud,1962,1,123900
179,7,Centre-Ville,1956,1,918800
157,6,Banlieue Sud,1954,0,386900
153,6,Quartier Résidentiel,2012,0,555800
46,1,Quartier Résidentiel,2019,1,188100
22,1,Banlieue Nord,2017,0,70100
242,9,Banlieue Sud,2023,1,759400
48,1,Quartier Résidentiel,2017,1,235500
119,4,Quartier Résidentiel,1953,1,469400
100,3,Quartier Résidentiel,1997,0,381000
89,2,Zone Industrielle,2000,1,181600
97,4,Banlieue Sud,2010,1,300100
189,8,Quartier Résidentiel,1970,1,750800
192,7,Zone Industrielle,1973,0,366100
61,2,Quartier Résidentiel,1994,1,254100
100,4,Quartier Résidentiel,1954,1,372500
48,1,Quartier Résidentiel,2015,1,206100
175,7,Banlieue Sud,1986,1,503900
56,2,Banlieue Nord,1982,0,133200
,5,Banlieue Sud,1973,1,368600
71,1,Banlieue Sud,1992,1,231100
40,1,Quartier Résidentiel,1950,1,181300
86,3,Quartier Résidentiel,1992,0,273100
120,4,Banlieue Sud,1967,0,380300
47,1,Quartier Résidentiel,1968,1,188800
137,5,Banlieue Nord,1994,1,451100
127,5,Zone Industrielle,1980,1,257300
157,6,Banlieue Sud,1973,1,326300
246,10,Quartier Résidentiel,1969,1,860800
103,2,Banlieue Nord,2021,1,391000
52,2,Centre-Ville,1952,1,279400
70,2,Quartier Résidentiel,1950,1,228000
64,2,Quartier Résidentiel,1997,1,291700
122,5,Banlieue Sud,1973,0,334300
107,4,Banlieue Sud,2011,0,368700
128,5,Centre-Ville,1994,1,613600
,2,Quartier Résidentiel,1961,1,307800
74,2,Banlieue Sud,1983,1,203800
194,8,Centre-Ville,1951,0,925500
55,2,Banlieue Nord,1983,0,170600
31,1,Banlieue Nord,1990,1,110300
206,8,Banlieue Sud,2000,1,612600
56,2,Banlieue Nord,2013,0,192500
105,4,Banlieue Nord,1963,1,358600
45,1,Banlieue Nord,1956,0,137700
70,2,Quartier Résidentiel,1956,1,258500
34,1,Banlieue Nord,2009,1,141700
67,3,Quartier Résidentiel,2010,1,299400
26,1,Quartier Résidentiel,2016,1,126100
95,2,Banlieue Nord,2015,1,356400
27,2,Quartier Résidentiel,1997,1,118700
247,10,Quartier Résidentiel,1996,1,1021100
28,1,Quartier Résidentiel,1989,1,109500
112,5,Banlieue Nord,2009,0,413300
180,6,Centre-Ville,1984,1,1048700
44,1,Banlieue Nord,1986,1,147500
41,1,Banlieue Sud,1959,1,126800
59,2,Banlieue Sud,1960,1,160800
134,5,Quartier Résidentiel,2014,0,451900
106,4,Banlieue Sud,1972,1,324500
65,2,Zone Industrielle,1992,0,109300
135,6,Banlieue Nord,2004,1,373500
110,4,Quartier Résidentiel,2018,1,476700
50,2,Banlieue Sud,1993,1,166400
138,5,Banlieue Nord,2016,1,434000
126,4,Banlieue Nord,1975,1,3847000
116,4,Banlieue Sud,1968,1,267100
99,4,Centre-Ville,1997,1,519400
74,2,Quartier Résidentiel,1952,1,332300
143,5,Centre-Ville,1985,0,715200
81,3,Quartier Résidentiel,1961,1,341900
243,10,Centre-Ville,1984,1,1517300
212,9,Banlieue Sud,1974,1,568500
101,4,Banlieue Sud,1967,1,235400
132,5,Quartier Résidentiel,1966,1,402200
56,1,Banlieue Nord,1973,1,173500
112,4,Banlieue Sud,1995,0,317700
64,2,Banlieue Nord,1970,1,165000
55,2,Banlieue Nord,1996,0,173500
89,4,Centre-Ville,2006,1,508400
144,5,Banlieue Nord,1982,1,388100
134,5,Banlieue Sud,1984,1,334800
35,1,Banlieue Nord,1967,1,116000
72,3,Centre-Ville,1986,1,364200
177,6,Quartier Résidentiel,2002,1,699500
93,2,Quartier Résidentiel,2022,1,380500
90,3,Quartier Résidentiel,1985,0,410500
126,4,Banlieue Sud,1978,1,403000
55,2,Quartier Résidentiel,2004,1,250500
57,2,Banlieue Sud,2006,0,172800
147,5,Banlieue Sud,1959,0,358800
74,2,Quartier Résidentiel,1958,0,278400
46,1,Banlieue Nord,2016,1,177000
176,7,Quartier Résidentiel,2016,0,728100
189,7,Zone Industrielle,2020,1,433700
72,2,Quartier Résidentiel,1964,1,263400
112,4,Quartier Résidentiel,2010,0,517900
89,2,Banlieue Sud,2014,1,283000
,8,Banlieue Sud,1995,1,564200
39,1,Quartier Résidentiel,2010,1,177300
182,7,Centre-Ville,2008,1,972100
94,3,Zone Industrielle,1977,0,154200
98,4,Banlieue Sud,1960,1,312500
147,6,Quartier Résidentiel,1969,1,534200
100,3,Zone Industrielle,1965,0,170600
57,2,Quartier Résidentiel,1957,1,270800
175,7,Quartier Résidentiel,1987,0,632500
140,6,Quartier Résidentiel,1978,0,509400
101,3,Banlieue Sud,2010,1,313000
144,7,Banlieue Sud,1972,1,440800
229,9,Banlieue Sud,1969,1,670800
124,4,Centre-Ville,2006,0,683100
188,6,Quartier Résidentiel,2012,1,741200
154,6,Quartier Résidentiel,1987,0,670400
55,2,Centre-Ville,2006,1,303300
94,3,Banlieue Sud,1996,0,236300
151,6,Quartier Résidentiel,2020,0,623600
,1,Zone Industrielle,1955,1,71300
75,2,Zone Industrielle,1991,1,156200
112,4,Banlieue Nord,1990,0,291600
75,2,Quartier Résidentiel,2015,1,326300
151,6,Quartier Résidentiel,1968,1,553200
66,2,Banlieue Sud,1988,1,172900
166,5,Zone Industrielle,1965,1,328500
63,2,Banlieue Sud,1994,1,229600
94,3,Quartier Résidentiel,1958,1,351100
39,1,Banlieue Sud,1963,1,92400
277,10,Centre-Ville,2023,1,1726700
305,10,Zone Industrielle,1994,1,690800
26,1,Banlieue Nord,2000,0,70400
,6,Banlieue Nord,2016,1,491600
302,10,Centre-Ville,1962,0,1958200
33,2,Quartier Résidentiel,1991,0,98700
85,4,Banlieue Sud,2018,1,301100
97,3,Zone Industrielle,2015,1,227600
77,3,Banlieue Nord,1979,0,208100
101,3,Banlieue Sud,2019,1,338200
113,4,Quartier Résidentiel,2007,0,467900
167,6,Zone Industrielle,2016,1,360300
75,2,Banlieue Sud,1952,0,151000
114,4,Quartier Résidentiel,1984,1,508400
44,2,Centre-Ville,1967,1,275400
56,1,Banlieue Sud,1960,1,175100
157,5,Quartier Résidentiel,2005,0,633400
99,4,Banlieue Sud,1989,1,315800
114,4,Banlieue Sud,2024,1,407900
44,2,Centre-Ville,1957,1,233800
66,2,Banlieue Sud,1978,1,146700
196,8,Quartier Résidentiel,1998,0,752900
92,4,Quartier Résidentiel,2016,0,333300
115,4,Banlieue Sud,1964,0,298300
364,10,Quartier Résidentiel,1982,1,1528900
89,3,Banlieue Sud,2009,0,240800
37,1,Quartier Résidentiel,2004,1,188000
216,8,Banlieue Sud,1989,1,648400
163,6,Banlieue Nord,1990,0,499300
134,4,Quartier Résidentiel,1995,0,456800
253,10,Zone Industrielle,1959,1,487400
31,1,Quartier Résidentiel,1964,0,100500
172,6,Zone Industrielle,1971,0,281100
243,10,Banlieue Nord,1980,0,733500
90,3,Banlieue Nord,1957,0,242700
95,4,Centre-Ville,1996,1,592900
22,1,Quartier Résidentiel,1998,0,102500
71,3,Quartier Résidentiel,1978,0,259600
117,4,Banlieue Sud,1967,1,355900
110,4,Banlieue Nord,1988,1,417000
31,1,Banlieue Nord,1961,1,107500
58,1,Banlieue Nord,1983,0,142300
48,2,Banlieue Sud,1967,1,121900
46,2,Centre-Ville,1983,1,261200
64,2,Banlieue Nord,1970,1,194000
76,2,Banlieue Nord,1951,1,195000
264,10,Quartier Résidentiel,2016,0,1145900
84,3,Quartier Résidentiel,2005,1,363000
46,1,Quartier Résidentiel,2007,1,200200
182,7,Quartier Résidentiel,1996,0,696100
137,5,Banlieue Sud,2023,1,405900
202,7,Zone Industrielle,2012,0,396300
128,5,Banlieue Sud,2011,1,393300
215,8,Banlieue Sud,1951,1,500600
119,4,Banlieue Nord,1989,1,372000
212,8,Banlieue Nord,1950,1,527600
29,2,Quartier Résidentiel,1961,1,113000
54,2,Centre-Ville,1955,0,294600
188,7,Centre-Ville,1966,0,1143200
66,2,Quartier Résidentiel,1954,0,217900
51,2,Quartier Résidentiel,1999,0,187800
40,1,Zone Industrielle,2004,1,92600
64,2,Banlieue Nord,2000,0,218500
155,5,Banlieue Nord,2009,0,465700
92,2,Quartier Résidentiel,1963,0,347100
76,3,Banlieue Nord,1981,1,274900
135,5,Quartier Résidentiel,1998,1,526200
70,2,Quartier Résidentiel,1982,1,274800
145,6,Quartier Résidentiel,2008,1,683900
76,3,Banlieue Sud,1973,0,214900
101,3,Centre-Ville,1993,1,599500
26,1,Quartier Résidentiel,1977,1,128400
76,2,Banlieue Nord,1957,1,211100
100,4,Quartier Résidentiel,1952,1,354200
69,2,Banlieue Sud,1961,0,217800
39,1,Banlieue Sud,1985,0,98300
152,6,Banlieue Nord,1994,0,461700
94,2,Banlieue Sud,2007,0,289600
67,2,Banlieue Sud,1964,0,157700
150,5,Centre-Ville,1974,0,912000
38,2,Banlieue Sud,2009,0,101600
152,6,Centre-Ville,1998,1,876300
119,4,Banlieue Sud,1952,1,375000
126,5,Banlieue Sud,1989,0,337500
93,3,Banlieue Sud,1983,0,230300
151,5,Zone Industrielle,1954,1,296700
99,2,Centre-Ville,1988,1,551500
101,4,Banlieue Sud,2016,0,340200
186,7,Quartier Résidentiel,2012,0,788100
264,10,Quartier Résidentiel,1979,1,928900
202,8,Banlieue Sud,1999,1,569900
89,3,Banlieue Sud,2011,1,329000
,1,Quartier Résidentiel,1972,0,206900
85,3,Quartier Résidentiel,1973,1,396200
105,4,Banlieue Sud,1991,1,252700
34,1,Banlieue Sud,2023,1,100300
52,3,Banlieue Sud,1992,1,189400
106,4,Centre-Ville,1963,0,645400
32,1,Banlieue Nord,1961,0,94100
215,9,Quartier Résidentiel,1959,1,843900
57,2,Quartier Résidentiel,1997,1,237200
77,2,Quartier Résidentiel,1997,1,355400
67,1,Centre-Ville,1994,0,326500
59,1,Banlieue Sud,1990,1,197000
110,4,Banlieue Nord,1969,1,334500
116,4,Quartier Résidentiel,1987,1,458600
94,3,Banlieue Nord,2023,1,352700
64,2,Quartier Résidentiel,1974,1,226300
,3,Banlieue Sud,1963,1,206500
69,3,Quartier Résidentiel,2006,0,285800
89,3,Banlieue Sud,1972,0,223000
116,4,Banlieue Nord,2024,0,383000
113,4,Banlieue Sud,1995,1,244100
24,1,Centre-Ville,1991,1,143200
80,3,Centre-Ville,1994,1,443800
119,5,Centre-Ville,2000,1,629600
39,1,Banlieue Nord,1958,1,125900
77,2,Zone Industrielle,1998,0,142100
60,1,Zone Industrielle,1985,0,106400
37,1,Banlieue Nord,1969,0,96200
34,1,Banlieue Sud,1965,1,117900
29,1,Zone Industrielle,1952,1,67300
79,3,Banlieue Sud,1966,1,214900
52,2,Quartier Résidentiel,1977,0,230900
86,3,Quartier Résidentiel,2017,0,299500
138,7,Banlieue Sud,2016,0,361800
165,5,Centre-Ville,1962,1,778500
108,4,Quartier Résidentiel,1961,1,359700
50,2,Banlieue Nord,1958,1,145100
135,5,Banlieue Nord,1963,1,402200
155,6,Banlieue Nord,1972,0,434500
86,3,Banlieue Nord,2015,1,315600
218,9,Quartier Résidentiel,2018,0,694400
191,7,Banlieue Sud,2018,0,501900
85,3,Centre-Ville,1994,0,473200
53,2,Centre-Ville,1991,0,354000
34,1,Banlieue Nord,1959,0,112200
87,2,Quartier Résidentiel,1956,1,287900
229,8,Quartier Résidentiel,1959,1,746800
84,3,Banlieue Sud,1950,1,229500
135,4,Quartier Résidentiel,1988,0,491400
42,2,Centre-Ville,1953,0,229800
123,5,Banlieue Sud,1992,1,351800
49,2,Banlieue Sud,2005,0,166100
28,1,Zone Industrielle,2013,1,76000
81,3,Zone Industrielle,2015,0,166300
98,4,Banlieue Sud,1984,1,219300
96,3,Banlieue Nord,1976,0,292000
75,3,Quartier Résidentiel,2009,1,307800
69,2,Centre-Ville,1970,1,465500
200,8,Quartier Résidentiel,1951,0,824300
265,10,Zone Industrielle,1965,1,386700
90,3,Centre-Ville,1951,1,521500
166,6,Banlieue Nord,1997,1,513000
222,10,Quartier Résidentiel,1963,1,938600
178,5,Banlieue Sud,1957,0,472000
83,2,Centre-Ville,1976,0,539600
94,3,Quartier Résidentiel,2006,1,362500
152,5,Banlieue Sud,1956,0,353800
38,1,Banlieue Sud,1992,1,142900
59,2,Banlieue Nord,2009,1,207200
,6,Banlieue Nord,2024,0,562300
131,5,Quartier Résidentiel,1991,1,584300
77,3,Banlieue Sud,1984,0,170400
125,4,Quartier Résidentiel,1998,1,504900
132,6,Banlieue Sud,1984,1,366500
76,2,Quartier Résidentiel,1974,0,299800
,3,Centre-Ville,1971,0,284300
155,6,Centre-Ville,1988,1,811100
157,6,Quartier Résidentiel,2006,1,733000
315,10,Centre-Ville,1993,0,1910600
66,2,Zone Industrielle,1969,0,131800
57,3,Banlieue Sud,1970,0,130400
25,1,Centre-Ville,1950,1,124800
50,1,Banlieue Nord,1984,0,147700
96,3,Banlieue Nord,2024,0,332700
52,2,Banlieue Sud,1991,1,167700
66,2,Centre-Ville,1970,0,314100
102,3,Banlieue Sud,1998,0,284700
55,2,Centre-Ville,1974,0,295400
95,2,Banlieue Sud,2015,1,302800
142,5,Quartier Résidentiel,1969,0,531100
74,2,Zone Industrielle,2008,1,170100
225,9,Quartier Résidentiel,2003,1,940900
376,10,Centre-Ville,1982,1,1791400
86,3,Quartier Résidentiel,1991,1,352000
105,3,Zone Industrielle,2011,0,186800
90,3,Banlieue Sud,2016,1,259900
217,8,Banlieue Sud,2011,0,629600
48,1,Quartier Résidentiel,2019,0,168100
202,7,Quartier Résidentiel,2024,0,908200
92,3,Centre-Ville,1976,1,584900
113,4,Banlieue Nord,1954,1,319900
86,2,Banlieue Sud,1991,0,235500
51,2,Banlieue Nord,2004,1,179700
50,2,Quartier Résidentiel,1975,0,184800
59,1,Banlieue Sud,1958,1,187600
173,6,Banlieue Sud,1971,0,419300
117,5,Banlieue Sud,1969,0,280500
135,6,Zone Industrielle,1983,0,260700
25,1,Zone Industrielle,1990,0,54700
151,5,Banlieue Sud,1999,1,483000
63,3,Banlieue Sud,1995,0,191300
58,3,Banlieue Nord,2008,1,190500
119,4,Banlieue Nord,2007,1,384400
43,1,Quartier Résidentiel,2014,1,140200
147,5,Centre-Ville,1979,0,849000
96,4,Quartier Résidentiel,1974,1,374400
305,10,Quartier Résidentiel,1987,0,1190100
56,3,Banlieue Sud,1970,1,150700
33,1,Banlieue Nord,1966,0,110200
85,3,Quartier Résidentiel,1970,0,323200
96,3,Banlieue Sud,1987,1,276900
68,2,Banlieue Nord,1999,1,261200
68,3,Centre-Ville,1955,1,371500
157,5,Banlieue Sud,1976,1,414600
40,1,Zone Industrielle,1979,1,88100
36,1,Quartier Résidentiel,1997,0,148600
84,3,Centre-Ville,2010,0,560700
97,4,Banlieue Sud,1994,1,305200
99,3,Zone Industrielle,2001,0,206500
50,1,Quartier Résidentiel,1999,0,168100
98,3,Centre-Ville,1964,1,486100
87,3,Banlieue Sud,1959,0,190600
185,8,Banlieue Nord,2014,1,509300
85,3,Banlieue Nord,1991,0,293200
44,1,Centre-Ville,1970,0,249900
89,3,Banlieue Sud,2015,1,278000
100,3,Quartier Résidentiel,1955,1,384000
108,3,Quartier Résidentiel,1974,0,360100
277,10,Quartier Résidentiel,2024,1,1187000
207,8,Quartier Résidentiel,2009,1,940200
175,6,Banlieue Nord,1958,0,538100
248,9,Quartier Résidentiel,2015,0,1001700
91,3,Quartier Résidentiel,1953,1,317200
68,2,Banlieue Sud,1953,0,200600
107,4,Centre-Ville,1978,1,608000
138,5,Banlieue Sud,1977,1,372100
132,5,Quartier Résidentiel,1984,1,570500
137,4,Centre-Ville,1988,0,727900
,5,Zone Industrielle,1975,1,270900
204,9,Banlieue Nord,2007,1,571100
50,1,Centre-Ville,1952,0,230000
229,9,Banlieue Nord,2019,1,627700
94,3,Centre-Ville,2007,1,589600
54,1,Banlieue Sud,1999,0,182400
64,2,Banlieue Sud,2006,0,165600
63,2,Quartier Résidentiel,1979,1,250200
126,4,Zone Industrielle,1988,0,301300
367,10,Quartier Résidentiel,2007,0,1440300
55,2,Centre-Ville,1997,1,348100
69,2,Banlieue Sud,2004,0,183200
67,2,Banlieue Nord,1992,1,254900
307,10,Centre-Ville,2012,1,1760900
45,1,Banlieue Sud,1985,1,151900
45,1,Banlieue Nord,1994,0,153600
79,2,Centre-Ville,2010,0,523500
52,1,Zone Industrielle,1960,1,93600
103,3,Centre-Ville,2008,1,611900
84,3,Banlieue Nord,1968,1,249700
68,2,Banlieue Nord,2003,0,231600
92,3,Zone Industrielle,1953,1,180000
79,3,Banlieue Sud,1995,1,213200
,7,Centre-Ville,2002,1,1102900
132,5,Banlieue Sud,1977,0,400000
83,3,Centre-Ville,1983,1,462900
50,2,Banlieue Nord,1977,0,165900
102,4,Banlieue Sud,1967,1,291900
107,5,Banlieue Nord,1996,1,329300
103,4,Banlieue Nord,1991,1,309000
46,2,Quartier Résidentiel,1991,1,181300
51,2,Centre-Ville,1965,0,289900
34,1,Zone Industrielle,1991,0,66300
66,2,Quartier Résidentiel,1956,1,260200
79,3,Zone Industrielle,2005,1,189100
78,3,Banlieue Sud,1964,1,182900
90,3,Quartier Résidentiel,1986,1,373600
83,3,Banlieue Nord,1979,1,277000
75,3,Centre-Ville,1962,1,421200
231,9,Banlieue Sud,1973,0,671300
34,1,Quartier Résidentiel,1958,0,146800
73,3,Banlieue Nord,1987,1,197700
122,4,Quartier Résidentiel,1975,0,464700
122,4,Centre-Ville,2013,0,828500
37,1,Zone Industrielle,1968,1,84000
192,7,Zone Industrielle,2006,1,413400
123,5,Quartier Résidentiel,2012,0,490400
30,1,Quartier Résidentiel,1977,1,123300
88,3,Centre-Ville,1956,0,437200
159,6,Banlieue Sud,1980,1,457500
96,3,Quartier Résidentiel,2012,1,471000
70,2,Centre-Ville,1981,1,365800
332,10,Zone Industrielle,1970,1,618600
91,4,Banlieue Nord,1971,0,241000
99,4,Banlieue Sud,2008,0,288400
121,5,Centre-Ville,1990,1,710900
199,8,Banlieue Sud,1959,0,504600
143,5,Quartier Résidentiel,1965,1,554400
54,2,Banlieue Sud,1970,1,124000
227,8,Banlieue Sud,1986,0,634800
139,5,Banlieue Nord,2001,0,439100
111,3,Banlieue Sud,1966,0,270800
104,3,Banlieue Nord,1958,1,252300
40,1,Banlieue Nord,1991,0,127000
,3,Zone Industrielle,2014,1,206700
110,4,Banlieue Sud,1993,1,344700
87,3,Quartier Résidentiel,2000,1,337400
91,3,Quartier Résidentiel,1964,0,267300
63,2,Banlieue Nord,1973,0,210800
90,4,Quartier Résidentiel,1975,0,382300
103,4,Centre-Ville,1998,0,473400
137,5,Quartier Résidentiel,1991,0,490800
211,9,Banlieue Nord,1960,0,591400
40,1,Zone Industrielle,2010,1,78600
77,2,Quartier Résidentiel,2002,1,352600
98,4,Quartier Résidentiel,1982,0,371800
209,8,Centre-Ville,1956,0,1174400
119,5,Banlieue Nord,1971,1,381900
85,3,Banlieue Sud,1964,1,210400
274,10,Centre-Ville,2017,1,1804800
148,6,Quartier Résidentiel,1979,0,514300
42,1,Centre-Ville,2019,1,222700
97,3,Centre-Ville,2017,1,563600
112,3,Banlieue Sud,1991,1,239600
28,1,Banlieue Sud,1957,0,87300
74,2,Quartier Résidentiel,1996,1,318000
153,6,Banlieue Nord,1961,1,552200
62,2,Zone Industrielle,1971,0,116000
61,2,Banlieue Nord,2021,0,183300
39,1,Centre-Ville,2021,0,285400
74,3,Centre-Ville,2020,1,502000
109,3,Banlieue Nord,1985,0,348800
132,5,Centre-Ville,1955,1,640200
80,3,Banlieue Nord,2009,1,299800
39,1,Quartier Résidentiel,2003,0,144300
203,8,Centre-Ville,1964,1,1020900
85,3,Quartier Résidentiel,1991,1,362200
90,2,Banlieue Nord,2003,1,335400
56,1,Quartier Résidentiel,1960,0,220100
69,3,Banlieue Sud,1970,0,139700
75,2,Centre-Ville,1963,0,400400
44,2,Banlieue Sud,1968,1,137500
124,5,Zone Industrielle,1951,1,230800
102,4,Zone Industrielle,2000,1,220800
106,4,Banlieue Sud,2009,0,304000
112,4,Banlieue Sud,1962,0,311000
131,5,Centre-Ville,1982,0,621400
61,1,Zone Industrielle,1983,0,130100
45,1,Quartier Résidentiel,1957,0,187400
239,10,Quartier Résidentiel,2022,1,1065400
236,9,Quartier Résidentiel,1986,0,825800
176,7,Quartier Résidentiel,1972,0,643600
40,1,Quartier Résidentiel,2001,1,129100
70,1,Banlieue Nord,2009,1,213400
118,4,Banlieue Nord,1990,0,313200
64,2,Centre-Ville,1977,1,292000
56,2,Banlieue Sud,1994,1,158600
87,3,Quartier Résidentiel,1953,0,277500
33,1,Quartier Résidentiel,2019,1,155400
181,7,Quartier Résidentiel,2023,1,735500
101,4,Centre-Ville,1966,0,558600
179,7,Quartier Résidentiel,1968,1,643200
53,1,Banlieue Sud,1978,1,139200
71,4,Banlieue Sud,1990,0,176100
124,4,Zone Industrielle,1987,0,266400
99,4,Banlieue Nord,2014,1,375800
85,3,Banlieue Nord,2000,1,285600
46,1,Banlieue Sud,2010,0,139700
300,10,Banlieue Nord,1966,0,966400
131,5,Centre-Ville,1968,1,715300
130,5,Banlieue Sud,1981,1,411400
181,7,Quartier Résidentiel,1955,1,534300
90,3,Banlieue Sud,1980,1,247400
94,3,Banlieue Sud,2024,1,307600
65,2,Banlieue Sud,1954,1,163000
57,2,Quartier Résidentiel,1959,1,227600
107,4,Banlieue Sud,2015,0,320300
112,5,Quartier Résidentiel,1982,1,510200
63,2,Quartier Résidentiel,1987,1,245300
42,1,Centre-Ville,1955,0,196700
180,6,Quartier Résidentiel,1965,1,705900
43,2,Centre-Ville,1981,0,246000
155,6,Banlieue Sud,1994,1,445500
61,3,Quartier Résidentiel,1974,1,232100
78,3,Quartier Résidentiel,1964,1,277900
112,4,Banlieue Sud,1956,0,312700
118,5,Quartier Résidentiel,1989,1,534700
288,10,Banlieue Sud,2008,1,868600
133,5,Banlieue Nord,1982,0,397300
230,9,Quartier Résidentiel,1981,0,816400
101,3,Centre-Ville,1971,1,489700
102,4,Quartier Résidentiel,2020,1,484900
107,4,Banlieue Sud,1965,1,309500
81,2,Banlieue Nord,1979,0,217500
88,3,Banlieue Nord,1982,1,275800
307,10,Quartier Résidentiel,2019,1,1135500
84,3,Quartier Résidentiel,2001,1,347600
59,1,Quartier Résidentiel,2009,0,227000
28,1,Quartier Résidentiel,2016,1,138700
68,3,Banlieue Sud,2008,0,212500
86,4,Quartier Résidentiel,2006,1,421600
204,7,Banlieue Sud,2009,1,602200
59,2,Zone Industrielle,1963,0,103600
149,6,Banlieue Sud,1995,1,500600
94,4,Centre-Ville,1981,0,567200
46,1,Zone Industrielle,1990,1,95900
88,3,Quartier Résidentiel,2003,1,350100
92,3,Centre-Ville,1970,1,461400
112,4,Banlieue Sud,1977,1,318400
88,3,Banlieue Nord,1980,0,266900
204,8,Zone Industrielle,1999,0,452400
81,3,Banlieue Sud,1951,0,235600
68,3,Centre-Ville,1991,1,378100
80,3,Quartier Résidentiel,2009,0,366600
183,7,Centre-Ville,1988,0,898800
69,2,Quartier Résidentiel,2004,0,294700
71,2,Zone Industrielle,1968,0,131400
89,3,Banlieue Sud,1952,1,237500
132,5,Banlieue Sud,1995,0,419500
58,2,Quartier Résidentiel,1957,1,230500
95,5,Banlieue Sud,1993,1,288400
138,5,Centre-Ville,2020,1,756800
73,3,Banlieue Sud,1995,1,246900
110,4,Centre-Ville,2002,0,662000
